Zona,Distrito,Barrio,Sección_censal,Latitud,Longitud,Título,Precio,M2,Habitaciones,Baños,Terraza,Amueblado,Parking,Bus,Metro_y_Ferrocarril,RENFE,Tramvia,Gasto_mensual_familiar,Ingreso_mensual_familiar,Tasa_paro,Num_viviendas,Superficie_media_viviendas,Nacionalidad_española,Nacionalidad_extranjera,Población,Hombres,Mujeres,Zona_cat,Target
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.37748,2.1662,Alquiler piso ¡gran oportunidad en el corazón ! en Barcelona,850,54,3,1,0,0,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.3776924,2.1660732,Alquiler piso en carrer reina amalia en Raval Barcelona,850,58,3,1,0,0,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.3771551,2.166553,Alquiler apartamento en carrer reina amalia muy soleado y sin ruido en Barcelona,850,50,2,1,0,0,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.377368299000004,2.1663750831999997,Alquiler piso en Raval Barcelona,850,60,1,1,0,1,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.3773706,2.1663967,"Alquiler piso en carrer reina amalia piso dos hab , dos baños , pisc en Barcelona",860,65,2,2,0,0,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.377352,2.166406,Alquiler apartamento bonito piso con piscina cerca de sant antoni en Barcelona,1000,66,2,2,0,0,1,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.377748477,2.1667421030000003,Alquiler piso con ascensor!! en Raval Barcelona,720,48,1,1,0,1,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3754984068,2.1676726353999998,Alquiler piso en carrer santa elena magnifico piso 4 habitaciones reformado en Barcelona,875,75,4,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3750772923,2.1679146883000002,Alquiler apartamento piso en alquiler en el Raval en Barcelona,990,65,3,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3755357,2.1678932,Alquiler apartamento en carrer sant pau centrico y fantastico apartamento 5 habitaciones en Barcelona,1199,90,5,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3755002735,2.1680105495,Alquiler piso  amueblado reformado en 2017 en Barcelona,850,50,1,1,1,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3754977,2.1683379,Alquiler piso en carrer sant pau en Raval Barcelona,826,57,2,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3754977,2.1683379,Alquiler piso en carrer sant pau en Raval Barcelona,786,60,3,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3754977,2.1683379,Alquiler piso en carrer sant pau en Raval Barcelona,680,61,2,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3754977,2.1683379,Alquiler piso en carrer sant pau en Raval Barcelona,850,64,2,2,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.375572709000004,2.168362416,Alquiler piso en c/ sant pau nº 113 piso en alquiler en el Raval en Barcelona,900,65,1,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.375572709000004,2.168362416,Alquiler piso en c/ sant pau nº 113 piso en alquiler en el Raval en Barcelona,900,65,1,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.375587,2.168368,Alquiler piso precioso piso a estrenar de tres dormitorios en paralel en Barcelona,1500,89,3,2,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3756,2.16843,"Alquiler piso  reformado, amueblado y a estrenar en alquiler en el poble sec en Barcelona",1050,77,2,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3755347,2.1684531,Alquiler apartamento en carrer sant pau precioso apartamento disponible en Barcelona,900,77,3,1,1,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3753219917,2.168779009,Alquiler apartamento piso en alquiler en el Raval en Barcelona,850,54,3,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.376332,2.1670149,Alquiler piso en Raval Barcelona,840,50,2,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3765387428,2.1672022328,Alquiler piso en plaça josep m folch torres piso a estrenar Raval-ronda sant pau en Barcelona,840,50,2,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.376834605999996,2.1668861965,Alquiler piso santantoni en Raval Barcelona,840,52,2,1,1,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3768716444,2.1671017552,"Alquiler apartamento piso moderno de 60m², 2 habitaciones dobles, 1 baño, amueblado, equipado y muy luminoso en Barcelona",950,55,2,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.3775223,2.1671694,Alquiler piso de calidad de temporada de 1 a 11 meses en Raval en Barcelona,995,50,2,2,0,1,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3759592,2.1681312,Alquiler piso primero con 2 habitaciones y amueblado en Barcelona,1050,73,2,2,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3765,2.16781,Alquiler piso  con 2 habitaciones amueblado con aire acondicionado en Barcelona,950,50,2,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3763994,2.1679834,Alquiler piso en carrer reina amalia (particular) pequeño oasis con parking ?? en Barcelona,1250,83,2,1,1,1,1,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.376431,2.168005,Alquiler piso estupendo piso con terraza en ciutat vella en Barcelona,1250,68,2,1,0,0,1,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901008,41.3769462,2.1682995,Alquiler piso maravilloso de temporada de 1 a 11 meses en Raval en Barcelona,650,45,1,1,0,1,0,0,0,0,0,3495.99666666667,3101.22,0.128729932298448,946,84.9,1386,1900,3286,1991,1295,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901008,41.3770607,2.1684531,Alquiler piso en Raval Barcelona,899,75,4,1,0,1,0,0,0,0,0,3495.99666666667,3101.22,0.128729932298448,946,84.9,1386,1900,3286,1991,1295,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.376875198,2.1687478738999997,"Alquiler piso reformado, de alta calidad en Raval Barcelona",1100,81,3,2,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.375273058000005,2.1702654347,Alquiler ático atico jto paralelo en Raval Barcelona,1000,65,2,1,1,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3754734051,2.1702620996,Alquiler piso luz y tranquilidad en Raval Barcelona,1100,62,2,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.375715,2.1706779,Alquiler piso en carrer nou de la rambla en Raval Barcelona,1490,96,3,2,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.376606,2.1688329,Alquiler piso en carrer de les carretes precioso piso en pleno centro en Barcelona,800,45,1,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.37658,2.1692,Alquiler piso apartamento equipado y amueblado en Barcelona,650,30,1,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3771706048,2.1697181221,Alquiler estudio espalter en Raval Barcelona,550,40,1,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.37727,2.16967,Alquiler piso en carrer de la riereta 37 ¡alquila ahora y no pagues hasta junio! en Barcelona,750,71,2,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3773578936,2.1695190842,Alquiler piso  amueblado en el Raval en Raval Barcelona,850,52,2,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.377697692699996,2.1695502803,"Alquiler piso acogedor, muy soleado y tranquil en Barcelona",600,39,1,1,1,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.37588,2.17087,Alquiler piso apartamento en alquiler ciutat vella en Barcelona,1050,65,2,1,0,1,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901004,41.3772058496,2.1701703014,Alquiler piso  oportunidad en Raval Barcelona,650,37,1,1,0,0,0,5,1,0,0,3172.0075,2558.39,9.96720978412332e-02,1055,96,1564,1243,2807,1540,1267,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3794436843,2.1634390486000004,Alquiler piso minimo seis meses!! en Raval Barcelona,900,55,2,1,0,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3795676091,2.163520637,"Alquiler apartamento piso de 50m2 con 1 dorm. doble, 1 baño,. cocina , comedor en Barcelona",880,50,1,1,0,0,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3794195,2.1636934,Alquiler piso en carrer princep de viana espectacular vivienda a estrenar en Barcelona,1000,54,2,1,1,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3794195,2.1636934,Alquiler planta baja en carrer princep de viana planta baja a estrenar en Barcelona,1200,52,1,1,1,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3798172586,2.1636822484000002,"Alquiler piso  sant vicenç 55m2, 2hab en Raval Barcelona",650,55,2,1,0,0,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.3787608591,2.1640220096,Alquiler piso atico floridablanca - urgell en Sant Antoni Barcelona,1500,100,3,2,1,0,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.3780070572,2.1644244655000002,Alquiler piso  en alquiler en Raval Barcelona,990,87,2,1,0,1,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.3782862794,2.1643768371000003,Alquiler piso precioso y listo para vivir en Raval Barcelona,720,48,1,1,0,1,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.37849,2.16469,Alquiler ático espectacular ático con dos terrazas y vistas en Barcelona,1400,40,1,1,0,0,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.3785834,2.1646749,Alquiler piso en carrer salvador en el centro en Raval Barcelona,850,70,3,2,0,0,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.379337461,2.163738965,Alquiler apartamento tranquilo piso recien reformado en Barcelona,850,59,3,1,0,0,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.37964,2.16377,Alquiler piso en carrer del príncep de viana piso con 2 habitaciones amueblado con ascensor en Barcelona,1000,55,2,1,0,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.37964,2.16377,Alquiler piso en carrer del príncep de viana piso con 2 habitaciones amueblado con ascensor en Barcelona,1000,55,2,1,0,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.37967,2.16395,Alquiler apartamento moderno apartamento de 1 dormitorio en alquiler en el Raval en Barcelona,850,34,1,1,0,0,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.37887,2.16438,Alquiler piso en carrer dels salvador el Raval / carrer dels salvador en Barcelona,950,68,2,1,0,1,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3791,2.16464,Alquiler piso  en alquiler al lado del mercat de sant antoni en Barcelona,765,39,1,1,1,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3795260075,2.1644492141,Alquiler loft apartamento tipo loft en alquile en Barcelona,850,55,1,1,0,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.3793904,2.1646022,Alquiler piso en carrer cendra bien ubicado en Raval Barcelona,1000,70,2,1,1,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3804351048,2.1634013578,"Alquiler piso muy soleado, perfecto estado en Raval Barcelona",900,68,2,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.380476736300004,2.1634824577000002,Alquiler piso guifre en Raval Barcelona,640,50,2,1,0,0,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3808224947,2.1636985526,Alquiler piso ático singular en Raval Barcelona,660,35,1,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3808224947,2.1636985526,Alquiler piso ático singular en Raval Barcelona,660,35,1,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801902166,41.38108888,2.1634411586,Alquiler apartamento piso en alquiler en el Raval en Barcelona,860,60,2,1,0,0,0,3,1,0,0,2877.44166666667,2447.93,8.91577884314706e-02,849,110.4,1552,557,2109,1002,1107,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.381119947399995,2.163510516,"Alquiler apartamento piso moderno de 60m2, 2 hab dob, 2 baños, balcón exterior, amueblado, amplio y luminoso en Barcelona",850,60,2,2,0,0,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901012,41.380060725300005,2.1640394149,Alquiler piso en Raval Barcelona,850,45,1,1,0,1,0,1,1,0,0,3358.45333333333,2562.61,0.10131377172218,796,88.8,1029,876,1905,963,942,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.38080597,2.16436601,Alquiler piso admirable en Raval Barcelona,600,33,1,2,0,0,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.380884174,2.1639786374,Alquiler piso  en alquiler en el Raval en Raval Barcelona,1000,60,2,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3809387,2.1642049,Alquiler piso en carrer sant gil ideal singles o parejas en Barcelona,670,42,1,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.381111473800004,2.1641824302,Alquiler ático eixample - ático de 80m² + terra en Barcelona,2200,105,2,1,1,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.38144,2.16389,Alquiler piso a 10 min del centro. pl. catalunya en Barcelona,900,63,2,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3809366,2.1643201,Alquiler piso magnífico de temporada de 1 a 11 meses en Raval en Barcelona,810,52,1,1,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3817613,2.1645076,Alquiler piso en carrer ferlandina vivienda de dos habitaciones en Barcelona,750,57,2,1,0,1,1,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3817613,2.1645076,Alquiler piso en calle ferlandina 34 alquiler de piso en calle de ferlandina en Barcelona,900,65,1,2,0,0,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901015,41.3818661,2.1644806,Alquiler piso fantástico de temporada de 1 a 11 meses en Raval en Barcelona,1250,80,3,3,0,1,0,0,0,0,0,3410.61666666667,2722.84,0.111843085827656,773,95.8,1101,1257,2358,1229,1129,Popular,1
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.377948,2.165156,Alquiler piso  amueblado en edificio nuevo en Barcelona,1350,67,2,2,0,0,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.3781,2.16521,Alquiler piso ¡barrio ciutat vella - mercado st. antoni - ! en Barcelona,825,50,2,1,0,1,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901011,41.37877,2.16482,Alquiler piso  en alquiler en Raval Barcelona,660,42,2,1,0,0,0,2,0,0,0,3215.57166666667,2674.04,0.110951513889746,1197,86,1315,1847,3162,1801,1361,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.377856,2.165488,"Alquiler piso encantador loft a dos niveles con terraza junto a la 'ronda sant pau' en alquiler en Barcelona",900,110,1,2,0,1,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.378117573699996,2.1653374203999998,Alquiler piso  junto a la ronda sant pau en Barcelona,750,48,2,1,0,1,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
0,1. CIUTAT VELLA,1. el Raval,0801901009,41.378276878899996,2.1656250308000002,"Alquiler apartamento piso moderno de 70m², 1 dormitorio, amueblado, terraza de 85m², exterior, mucha luz en Barcelona",1200,70,1,1,0,0,0,1,0,0,0,3355.43,2643.59,0.112254181336234,843,80.3,1068,1180,2248,1259,989,Popular,0
